,id,Firm_Name,Registered_Address,CEO,Establishment_Year,Number_Of_Employees,Revenue_Size,Website,NAICS_Code,SIC_Code,Status,Dissolvement_Year,Company_Type,Previous_Names,Alternative_Names,Key_Executive_Personnel
1093,1094,"""L.L.C."" JAMES HELMS","540 President St, Suite 1G, Brooklyn, NY, USA, 11215",James Helms,No information found,1-10,100000-1000000,wornandwound.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Blake Malin (CEO), Zach Weiss (Executive Editor, Chief Creative Officer), James Helms (Chief Commercial Officer)
"
1094,1095,"""Mercy Saw Me"" Holding Company, LLC","12117 Greenwood Ave, Kirkland, WA, United States, 98034
","
No information found
","
No information found
","
1-10
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found


"
1095,1096,"""Mr. Fix It"" Maintenance LLC","168 Crest Dr Fairbanks, AK 99712, USA",No information found,No information found,1-10,10000-100000,mrfixitalaska.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1096,1097,"""ON THIS ROCK"" LLC","221 Willow St, Yarmouth Port, MA 02675, USA",Gregory Bilezikian,2010,1-10,No information found,No website found,No information found,No information found,Active,N/A,Limited Liability Company (LLC),N/A,N/A,"Gregory Bilezikian, Manager*
"
1097,1098,"""On Eagle's Wings"" Ministry","Marysville, Washington, USA, N/A
","
No information found
",2000,"
1-10
","
0-100000
","
eaglewingsministries.org
","
No information found
","
No information found
","
Active
","
N/A
","
Non-profit
","
Eagle Wings disAbility Ministries
","
N/A
","
Henk Wapstra (Founder and Chaplain), Kinder Smoots (Executive Director), Sarah Dudder (Volunteer and Fundraising Coordinator)
"
1098,1099,"""S"" Pond Enterprises, LLC","61 Harebell Dr, Pagosa Springs, CO 81147, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1099,1100,"""S"" Pond Properties, LLC","29-35 Prospect Avenue, Newark, Delaware, USA, 19711",Jim Lisa,No information found,1-10,100000-1000000,udrentalsspp.com,No information found,No information found,Active,N/A,LLC,N/A,UD Rentals,"Jennifer Lisa (Manager), Jim Lisa (Owner)*
"
1100,1101,"""Women's Wellness at The Nest Incorporated","3300 Arctic Blvd, Suite 200, Anchorage, Alaska, United States, 99503
","
No information found
",2002,"
1-10
","
100000-1000000
","
genevawoodsbirthcenter.com
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
Geneva Woods Birth Center
","
No information found
"
1101,1102,"#1 A LifeSafer Distribution, Inc.","27510 Highway 72, Bouse, Arizona, United States, 85325",Kent Owens,No information found,10-100,1000000-10000000,lifesafer.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"Kent Owens, President & CEO"
1102,1103,"#1 A LifeSafer of Alaska, Inc.","4201 W. Buckeye Rd, Suite 100, Phoenix, AZ, 85009, USA",No information found,No information found,1000-10000,100000000+,www.lifesafer.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found
"
1103,1104,"#1 Seaview, LLC","2511 Seaview Ave, Jersey City, NJ, USA, 07305",Robert Alter,No information found,1-10,No information found,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1104,1105,#3 Bluebell Lane LLC,"3 Bluebell Lane, Albany, NY 12211, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"N/A*
"
1105,1106,"#Livelife ATM, LLC",No information found,No information found,No information found,No information found,No information found,No website found,No information found,35780301 or 60999912,No information found,N/A,LLC,N/A,N/A,"N/A
"
1106,1107,"#Livelife, LLC","1600 Amphitheatre Pkwy, Mountain View, CA 94043, USA",No information found,No information found,10000+,1000000000+,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1107,1108,#TeamXtra LLC,"1111 Abrams Rd Apt 207, Richardson, TX, USA, 75081",No information found,No information found,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1108,1109,"#bettertogether, Inc.","Stratford Advice Arcade 107-109 The Grove, Stratford, London, E15 1HP, United Kingdom",Megan Rose,No information found,1-10,No information found,bettertogetherus.org,No information found,No information found,Active,N/A,Private company limited by guarantee without share capital,N/A,N/A,"Megan Rose (CEO), Jess Tharpe (Chief Operating Officer)
"
1109,1110,'FOX SERVICES' 'LLC'.,N/A,No information found,2007,No information found,No information found,No website found,No information found,No information found,Active,N/A,Domestic Limited Liability Company,N/A,N/A,"No information found
"
1110,1111,'Laanaa Dawgz LLC,"3648 LANA CIRCLE TALLAHASSEE, FL 32308, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,INACTIVE,2023,LLC,N/A,N/A,"N/A*
"
1111,1112,'Ohelo 'ai LLC,"73-1491 HOOKELE ST, KAILUA KONA, Hawaii, UNITED STATES, 96740
","
John Anderson
",2017,"
1-10
","
No information found
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
John H. Anderson, MEM; Brita Restad, MEM
"
1112,1113,(AICS) Appaloosa Integrated Construction Services LLC,"450 Sterling Hwy Ste 2, Homer, AK, USA, 99603
","
No information found
","
No information found
","
1-10
","
100000-1000000
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
AICS
","
No information found


"
1113,1114,(KBWBS) KACHEMAK BAY WOODEN BOAT SOCIETY,"P.O. Box 2283, Homer, AK, USA, 99603
","
No information found
","
No information found
","
<25
","
<$5 Million
","
www.kbwbs.org
","
No information found
","
No information found
","
Active
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found


"
1114,1115,"(KWS) KILL’EM WITH SUCCESS ENTERTAINMENT,LLC","1200 Smith Street, Houston, TX, USA, 77002
","
Kevin Williams
",2014,"
1-10
","
10000-100000
","
No website found
",512290,7922,"
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
Kevin Williams, CEO
"
1115,1116,(TNT) True North Transportation LLC,"1300 Godward St NE, Suite 1500, Minneapolis, Minnesota, USA, 55413",Scott Ware,No information found,10-100,No information found,tntholding.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Scott Ware, CEO; Chris Taylor, CFO; Jordan Cherry, CPA, Controller
"
1116,1117,-Just.For Me...LLC,"123 Street Address, City, State, Country, Postal Code",Name Surname,YYYY,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"N/A
"
1117,1118,-Just.For Me...U(s)llc,"12007 Washington Blvd, Los Angeles, CA, USA, 90066",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,LLC,N/A,N/A,"No information found
"
1118,1119,-Just.For...U'- llc,"457 Riverview Drive, Suite A, Toms River, NJ 08753, USA",No information found,No information found,1-10,100000-1000000,justfor-u.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1119,1120,-Right and Just.-Right... of Alaska llc,"3601 C Street, Suite 1000, Anchorage, AK, USA, 99503
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
1120,1121,"0 JACOBSON DRIVE, JUNEAU, LLC","0 Jacobson Drive, Juneau, AK, USA, (no postal code found) ",- No information found ,- No information found ,- No information found ,- No information found ,- No website found ,- No information found ,- No information found ,- No information found ,- N/A ,- LLC ,- N/A ,- N/A ,"- No information found
"
1121,1122,"007 FITNESS, LLC","12271 San Sebastian Pl, San Diego, California, United States, 92129
","
No information found
",2015,"
1-10
","
No information found
","
No website found
",713940,7991,"
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found
"
1122,1123,"007 Holdings, Inc.","E-007, ANANDLOK CO-OP HOUSINGSOCIETY MAYUR VIHAR PHASE-I, DELHI-91 , NA, Delhi, India - 000000",No information found,1998,1-10,No information found,No website found,671,No information found,Dissolved,N/A,Public,N/A,N/A,"No information found
"
1123,1124,"0708 HOLDINGS, LIMITED PARTNERSHIP","c/o Intertrust Corporate Services (Cayman) Limited, 190 Elgin Avenue, George Town, Grand Cayman KY1-9005, Cayman Islands",No information found,No information found,No information found,No information found,No website found,No information found,No information found,Active,N/A,Limited Partnership,N/A,N/A,"No information found
"
1124,1125,0796412 B.C. Ltd.,No information found,No information found,2007,0-10,0-100000,No website found,No information found,No information found,Active,N/A,Private,N/A,N/A,"N/A
"
1125,1126,"08 Capital, Inc",No information found,Ray,No information found,1-10,No information found,8capitalam.com,No information found,No information found,Active,N/A,Private,N/A,8 Capital Asset Management,Ray (CEO and co-founder)
1126,1127,"0810 Management, LLC",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1127,1128,0CD Cleaning Services LLC,"551 Casa Bella Dr, Cape Canaveral, Florida, USA, 32920",Marisa Martins,2015,1-10,10000-100000,ocdcleaningservice.com,561720,7349,Active,N/A,LLC,N/A,N/A,"Marisa Martins, Owner
"
1128,1129,"1 $ Wiser Consumer Education, Inc.","PO Box 86, Krum, TX, USA, 76249
","
Elizabeth Hubbard
","
No information found
","
1-10
","
10000-100000
","
1dollarwiser.com
","
No information found
","
No information found
","
Active
","
N/A
","
Nonprofit
","
N/A
","
1$W
","
Elizabeth Hubbard, Executive Director
"
1129,1130,1 2 3 Construction LLC,"2265 Aviator Lane, Oak Harbor, WA, USA, 98277",No information found,No information found,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1130,1131,"1 6 6 Properties, Inc.","600 Anton Blvd Suite 1400, Costa Mesa, California, United States, 92626
","
No information found
",1991,"
1-10
","
100000-1000000
","
No website found
",531120,6512,"
Active
","
N/A
","
Corporation
","
N/A
","
N/A
","
No information found

"
1131,1132,"1 BAT Management, LLC","46 Southfield Avenue, Suite 450, Stamford, CT, USA, 06902",Michael McCreesh,No information found,10-100,1000000-10000000,battea.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Michael J. McCreesh, CEO; Vincent Curran, CFO
"
1132,1133,"1 Call We Haul, LLC","3 Jerome St Medford, MA 02155-6711, Medford, Massachusetts, USA, 02155-6711
","
John V. Matthews
",1981,"
1-10
","
No information found
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
Limited Liability Company (LLC)
","
N/A
","
N/A
","
John V. Matthews, Manager
"
1133,1134,1 Caring Family Home LLC,"1933 McCullough Road, Hampton, VA, USA, 23663
","
Jean Murphy
",2004,"
1-10
","
10000-100000
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
Jean Murphy, Owner
"
1134,1135,1 Chick Endeavors LLC,"100 Peachtree St NW Suite 2600, Atlanta, GA, 30303, USA",Erik Benitez,No information found,10-100,1000000-10000000,cfaatlanticave.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"Erik Benitez (Owner/Operator, CEO of EB Restaurant Organization)


"
1135,1136,"1 Corinthians13:4, LLC","2830 Northgate Blvd, Suite 4, Sacramento, CA, USA, 95833",No information found,No information found,1-10,10000-100000,northgatesmog.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1136,1137,1 Extreme Trucking LLC,"1357 PARKER CT REDLANDS, CA 92373, USA",Travis Nelson,No information found,51-200,No information found,https://www.xtremetrucking.com/,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Travis Nelson (President), Sean Bordeaux (Director Of Safety & Recruiting), Shawn Abts (Director Of Operations)
"
1137,1138,"1 Fine 1, LLC","1075 N Scottsdale Rd Suite 470, Scottsdale, AZ 85257, United States",No information found,2012,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1138,1139,1 Lambs LLC,"204 NE Clark St, Greenfield, IA, USA, 50849-1137
","
No information found
","
No information found
","
1-10
","
$1 Million to $5 Million
","
No website found
",523130,6799,"
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found


"
1139,1140,1 Lucky Dog Pet Services LLC,No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1140,1141,1 Mad Mule Holdings INC,10771 WOLCOTT ROAD NORTH ROSE NY UNITED STATES,No information found,2017,1-10,No information found,No website found,No information found,No information found,Active,N/A,Business Corporation,N/A,N/A,"No information found
"
1141,1142,1 Man & Million Voices foundation,"425 5th Ave N, Fargo, ND 58102, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1142,1143,"1 Ocean, LLC","2346 Baronsmede Ct, Winter Garden, Florida, USA, [postal code not found]
","
No information found
","
No information found
","
51-100
","
$1,000,000-$5,000,000
","
No website found
",5511,6719,"
Active
","
N/A
","
Private
","
N/A
","
N/A
","
No information found
"
