,name,company_number,jurisdiction_code,incorporation_date,dissolution_date,company_type,registry_url,branch,branch_status,inactive,current_status,created_at,updated_at,retrieved_at,opencorporates_url,previous_names,alternative_names,source,registered_address,registered_address_in_full,industry_codes,restricted_for_marketing,native_company_number
2522,"""A SPECIAL PLACE FOR KIDS CARE""",CORP_72202996,us_il,2019-02-15,,Not-for-Profit,https://apps.ilsos.gov/corporatellc/,,,False,Goodstanding,2022-11-10T14:46:27+00:00,2024-10-06T06:40:47+00:00,2024-10-03T00:00:00+00:00,https://opencorporates.com/companies/us_il/CORP_72202996,[],[],"{'publisher': 'The Illinois Secretary of State', 'url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'terms': 'Data Transparency Act', 'terms_url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'retrieved_at': '2024-10-03T00:00:00+00:00'}",,,[],,72202996
2533,"""A"" STAR LIMO, INC.",CORP_60924392,us_il,2000-02-22,2007-07-13,Domestic BCA,https://apps.ilsos.gov/corporatellc/,,,True,Dissolved,2022-11-11T02:06:06+00:00,2024-10-08T17:41:00+00:00,2024-10-03T00:00:00+00:00,https://opencorporates.com/companies/us_il/CORP_60924392,[],[],"{'publisher': 'The Illinois Secretary of State', 'url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'terms': 'Data Transparency Act', 'terms_url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'retrieved_at': '2024-10-03T00:00:00+00:00'}",,,[],,60924392
2534,"""A"" STREET BUILDERS, INC.",CORP_63490687,us_il,2004-04-13,,Domestic BCA,https://apps.ilsos.gov/corporatellc/,,,False,Goodstanding,2022-11-10T23:33:43+00:00,2024-10-08T14:08:10+00:00,2024-10-03T00:00:00+00:00,https://opencorporates.com/companies/us_il/CORP_63490687,[],[],"{'publisher': 'The Illinois Secretary of State', 'url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'terms': 'Data Transparency Act', 'terms_url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'retrieved_at': '2024-10-03T00:00:00+00:00'}",,,[],,63490687
2539,"""A+"" EXTERIORS CORP.",CORP_68330467,us_il,2012-02-06,2013-07-12,Domestic BCA,https://apps.ilsos.gov/corporatellc/,,,True,Dissolved,2022-11-10T18:40:50+00:00,2024-10-08T08:35:59+00:00,2024-10-03T00:00:00+00:00,https://opencorporates.com/companies/us_il/CORP_68330467,[],[],"{'publisher': 'The Illinois Secretary of State', 'url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'terms': 'Data Transparency Act', 'terms_url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'retrieved_at': '2024-10-03T00:00:00+00:00'}",,,[],,68330467
2547,"""AAA G OF P, INC.""",CORP_63103799,us_il,2003-09-23,2010-02-11,Domestic BCA,https://apps.ilsos.gov/corporatellc/,,,True,Dissolved,2022-11-10T23:58:26+00:00,2024-10-08T14:37:22+00:00,2024-10-03T00:00:00+00:00,https://opencorporates.com/companies/us_il/CORP_63103799,[],"[{'start_date': '2008-04-01', 'company_name': 'AAA GALVANIZING OF PEORIA, INC.', 'type': 'alias'}]","{'publisher': 'The Illinois Secretary of State', 'url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'terms': 'Data Transparency Act', 'terms_url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'retrieved_at': '2024-10-03T00:00:00+00:00'}",,,[],,63103799
2565,"""ADESOJI A, INC.""",CORP_61559345,us_il,2001-03-30,2009-08-14,Domestic BCA,https://apps.ilsos.gov/corporatellc/,,,True,Dissolved,2022-11-11T01:26:17+00:00,2024-10-08T16:42:55+00:00,2024-10-03T00:00:00+00:00,https://opencorporates.com/companies/us_il/CORP_61559345,[],[],"{'publisher': 'The Illinois Secretary of State', 'url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'terms': 'Data Transparency Act', 'terms_url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'retrieved_at': '2024-10-03T00:00:00+00:00'}",,,[],,61559345
2568,"""AGUIAR JEWELRY CORP.""",CORP_52584442,us_il,1981-12-02,1988-05-02,Domestic BCA,https://apps.ilsos.gov/corporatellc/,,,True,Dissolved,2022-11-11T10:00:33+00:00,2024-10-09T10:48:42+00:00,2024-10-03T00:00:00+00:00,https://opencorporates.com/companies/us_il/CORP_52584442,[],[],"{'publisher': 'The Illinois Secretary of State', 'url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'terms': 'Data Transparency Act', 'terms_url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'retrieved_at': '2024-10-03T00:00:00+00:00'}",,,[],,52584442
2569,"""AHERN, INC.""",CORP_55528748,us_il,1989-05-22,2020-11-10,Domestic BCA,https://apps.ilsos.gov/corporatellc/,,,True,Dissolved,2022-11-11T07:28:57+00:00,2024-10-07T09:14:35+00:00,2024-10-03T00:00:00+00:00,https://opencorporates.com/companies/us_il/CORP_55528748,[],[],"{'publisher': 'The Illinois Secretary of State', 'url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'terms': 'Data Transparency Act', 'terms_url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'retrieved_at': '2024-10-03T00:00:00+00:00'}",,,[],,55528748
2570,"""AIRARTS, INC.""",CORP_56019707,us_il,1990-06-29,2001-11-01,Domestic BCA,https://apps.ilsos.gov/corporatellc/,,,True,Dissolved,2022-11-11T07:01:55+00:00,2024-10-09T03:26:23+00:00,2024-10-03T00:00:00+00:00,https://opencorporates.com/companies/us_il/CORP_56019707,[],[],"{'publisher': 'The Illinois Secretary of State', 'url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'terms': 'Data Transparency Act', 'terms_url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'retrieved_at': '2024-10-03T00:00:00+00:00'}",,,[],,56019707
2584,"""ALPHA TRANS"" INC.",CORP_67217586,us_il,2010-08-30,2019-01-11,Domestic BCA,https://apps.ilsos.gov/corporatellc/,,,True,Dissolved,2022-11-10T19:51:18+00:00,2024-10-08T09:57:26+00:00,2024-10-03T00:00:00+00:00,https://opencorporates.com/companies/us_il/CORP_67217586,[],[],"{'publisher': 'The Illinois Secretary of State', 'url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'terms': 'Data Transparency Act', 'terms_url': 'https://www.ilsos.gov/data/bus_serv_home.html', 'retrieved_at': '2024-10-03T00:00:00+00:00'}",,,[],,67217586
2609,""" Z "" CENTER STREET TAVERN, INC.",2003010301258,us_in,2002-12-17,2008-07-18,Domestic For-Profit Corporation,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=502513,,,True,Admin Dissolved,2016-02-29T07:33:08+00:00,2023-05-22T11:29:54+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/2003010301258,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': '501 CENTER STREET, MICHIGAN CITY, IN 46360', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","501 CENTER STREET, MICHIGAN CITY, IN 46360",[],,
2619,"""500"" SUDS, LLC",2005060800757,us_in,2005-06-06,2017-07-24,Domestic Limited Liability Company,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=590278,,,True,Voluntarily Dissolved,2015-05-25T12:05:32+00:00,2023-05-22T14:17:09+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/2005060800757,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': '650 STATE ROAD 46S, TERE HAUTE, IN 47803', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","650 STATE ROAD 46S, TERE HAUTE, IN 47803",[],,
2623,"""A DAY TO REMEMBER"", LLC",2007030100451,us_in,2007-03-01,2013-07-09,Domestic Limited Liability Company,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=669459,,,True,Admin Dissolved,2016-03-02T04:46:13+00:00,2023-05-22T16:40:59+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/2007030100451,[],"[{'other_attributes': {'Effective Date': '10/14/2008', 'uid': '0004097585', 'current_status': 'Active'}, 'type': 'trading', 'start_date': '2008-10-14', 'company_name': 'A DAY TO REMEMBER'}, {'other_attributes': {'Effective Date': '10/14/2008', 'uid': '0004097585', 'current_status': 'Active'}, 'type': 'trading', 'start_date': '2008-10-14', 'company_name': 'LIFESTYLE TRANSITIONS'}, {'other_attributes': {'Effective Date': '10/14/2008', 'uid': '0004097585', 'current_status': 'Active'}, 'type': 'trading', 'start_date': '2008-10-14', 'company_name': 'LIFESTYLE TRANSITIONS BY SHERRI LYNN'}]","{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': '1121 S RACE ST, PRINCETON, IN 47670', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","1121 S RACE ST, PRINCETON, IN 47670",[],,
2641,"""AJVP"" A JAMIE VOYLES PROJECT LLC",202409021820589,us_in,2024-09-02,,Domestic Limited Liability Company,https://bsd.sos.in.gov/publicbusinesssearch,,,False,Active,2024-10-02T22:27:48+00:00,2024-10-02T22:27:48+00:00,2024-09-01T00:00:00+00:00,https://opencorporates.com/companies/us_in/202409021820589,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2024-09-01T00:00:00+00:00'}",,,[],,
2648,"""AMERICAN COUNTRY"" INC.",1996121873,us_in,1996-12-31,2003-12-04,Domestic Nonprofit Corporation,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=426707,,,True,Admin Dissolved,2015-05-25T17:07:56+00:00,2023-05-22T05:55:01+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/1996121873,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': 'GRISSOM ARB-AEROP0LEX, 2345 RANDOLPH PHONE # 815-538-6001, PERU, IN 46970', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","GRISSOM ARB-AEROP0LEX, 2345 RANDOLPH PHONE # 815-538-6001, PERU, IN 46970",[],,
2652,"""ANTHONY'S AT THE SQUARE, LLC.""",2004102700265,us_in,2004-10-25,2012-08-27,Domestic Limited Liability Company,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=564191,,,True,Admin Dissolved,2016-03-01T00:15:51+00:00,2023-05-22T13:28:10+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/2004102700265,"[{'company_name': '""ANTHONY\'S AT THE SQUARE, LLC.""'}]",[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': '1138 WASHINGTON SQUARE, EVANSVILLE, IN 47715', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","1138 WASHINGTON SQUARE, EVANSVILLE, IN 47715",[],,
2653,"""ANYTHING GO'S"" FOOD SERVICES INC",198408-260,us_in,1984-08-09,1990-02-12,Domestic For-Profit Corporation,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=264830,,,True,Admin Dissolved,2016-02-26T00:04:20+00:00,2023-05-21T22:39:16+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/198408-260,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': '2109 CALUMET AVENUE, HAMMOND, IN 46394', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","2109 CALUMET AVENUE, HAMMOND, IN 46394",[],,
2666,"""BEDS +""",9994030147,us_in,1994-03-23,1994-07-21,,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=1135327,,,True,Expired,2016-06-15T09:19:26+00:00,2017-10-31T09:12:33+00:00,2017-10-17T12:19:23+00:00,https://opencorporates.com/companies/us_in/9994030147,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2017-10-17T12:19:23+00:00'}",,,[],,
2670,"""BO"" AND ""DJ"" TRANSPORT, INC.",2005050600055,us_in,2005-04-28,2009-11-19,Domestic For-Profit Corporation,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=545475,,,True,Admin Dissolved,2016-03-01T05:44:38+00:00,2023-05-22T14:09:32+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/2005050600055,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': '636 REDBUD BLVD S, ANDERSON, IN 46013', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","636 REDBUD BLVD S, ANDERSON, IN 46013",[],,
2678,"""C AND L AVIATION INCORPORATED""",198404-465,us_in,1984-04-16,1987-12-31,Domestic For-Profit Corporation,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=204283,,,True,Admin Dissolved,2016-02-25T22:54:49+00:00,2023-05-21T22:32:06+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/198404-465,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}",,,[],,
2704,"""COZZOLINO AEROSPORTS II LLC",2011091300468,us_in,2011-09-13,,Domestic Limited Liability Company,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=818204,,,False,Active,2015-05-25T14:19:38+00:00,2024-02-02T01:20:50+00:00,2024-01-01T00:00:00+00:00,https://opencorporates.com/companies/us_in/2011091300468,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2024-01-01T00:00:00+00:00'}","{'street_address': '4444 DECATUR BLVD STE 600, INDIANAPOLIS, IN 46241', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","4444 DECATUR BLVD STE 600, INDIANAPOLIS, IN 46241",[],,
2729,"""FAST PEP"", INC.",1994040718,us_in,1994-04-14,2000-05-31,Domestic For-Profit Corporation,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=235850,,,True,Admin Dissolved,2016-02-27T14:17:34+00:00,2023-05-22T03:54:35+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/1994040718,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': '423 S. Gibson St., OAKLAND CITY, IN 47660', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","423 S. Gibson St., OAKLAND CITY, IN 47660",[],,
2758,"""HER"" LEGAL COMPANY, LLC",202401011752191,us_in,2024-01-01,,Domestic Limited Liability Company,https://bsd.sos.in.gov/publicbusinesssearch,,,False,Active,2024-02-02T02:01:06+00:00,2024-02-02T02:01:06+00:00,2024-01-01T00:00:00+00:00,https://opencorporates.com/companies/us_in/202401011752191,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2024-01-01T00:00:00+00:00'}",,,[],,
2759,"""HICKORY TREE ASSOCIATES, L.P.""",LP93040018,us_in,1993-04-13,,Domestic Limited Partnership,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=1123817,,,True,Admin Dissolved,2015-05-25T13:34:43+00:00,2023-05-23T19:13:56+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/LP93040018,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': '3755 East 82nd Street, Suite 230, INDIANAPOLIS, IN 46240', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","3755 East 82nd Street, Suite 230, INDIANAPOLIS, IN 46240",[],,
2762,"""HOLTZ CHARITABLE FOUNDATION, INC.""",1998031921,us_in,1998-03-25,,Domestic Nonprofit Corporation,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=457767,,,False,Active,2015-05-25T15:22:43+00:00,2023-05-22T07:00:53+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/1998031921,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': 'One Indiana Sq, Ste 2800, INDPLS, IN 46204', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","One Indiana Sq, Ste 2800, INDPLS, IN 46204",[],,
2781,"""I"" SPY HOME INSPECTION SERVICE, INC.",1996041676,us_in,1996-04-10,2000-05-31,Domestic For-Profit Corporation,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=427358,,,True,Admin Dissolved,2016-02-27T20:53:07+00:00,2023-05-22T05:24:53+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/1996041676,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': ', IN', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}",", IN",[],,
2792,"""JAN-OF-ALL-TRADES,"" INC.",1990031135,us_in,1990-03-22,1992-08-30,Domestic For-Profit Corporation,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=367134,,,True,Voluntarily Dissolved,2016-02-26T21:01:05+00:00,2023-05-22T01:26:45+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/1990031135,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}","{'street_address': '4293 FARR RD, BLOOMINGTON, IN 47408', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","4293 FARR RD, BLOOMINGTON, IN 47408",[],,
2794,"""JJ5, LLC"".",2004092700279,us_in,2004-09-24,2008-06-20,Domestic Limited Liability Company,https://bsd.sos.in.gov/PublicBusinessSearch/BusinessInformation?businessId=689861,,,True,Admin Dissolved,2016-02-29T23:30:52+00:00,2023-05-22T13:22:50+00:00,2023-03-02T00:00:00+00:00,https://opencorporates.com/companies/us_in/2004092700279,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2023-03-02T00:00:00+00:00'}",,,[],,
2796,"""JUST CALL"" PROPERTY CARE LLC",202401101755075,us_in,2024-01-10,,Domestic Limited Liability Company,https://bsd.sos.in.gov/publicbusinesssearch,,,False,Active,2024-02-02T01:47:50+00:00,2024-04-03T22:57:51+00:00,2024-03-01T00:00:00+00:00,https://opencorporates.com/companies/us_in/202401101755075,[],[],"{'publisher': 'Indiana Secretary of State', 'url': 'https://inbiz.in.gov/Inbiz/BulkDataServices', 'retrieved_at': '2024-03-01T00:00:00+00:00'}",,,[],,
2801,!MPACT LTD CO,662502,us_ia,2021-03-26,,DOMESTIC LIMITED LIABILITY COMPANY,https://sos.iowa.gov/search/business/search.aspx,,,False,Active,2021-04-06T07:29:57+00:00,2024-06-10T23:21:15+00:00,2024-06-10T23:05:27+00:00,https://opencorporates.com/companies/us_ia/662502,[],[],"{'publisher': 'Iowa Secretary of State (Business Entity Data API)', 'url': 'https://api.sos.iowa.gov/', 'retrieved_at': '2024-06-10T23:05:27+00:00'}",,,[],,
2809,"""""""...SUPPORTING EDUCATIONAL OPPORTUNITIES FOR GAY, LESBIAN, BISEXUAL AND TRANSGENDERED STUDENTS ACCROSS IOWA""""""",242250,us_ia,1999-09-25,2005-06-05,,https://sos.iowa.gov/search/business/search.aspx,,,True,Inactive,2012-05-14T01:29:36+00:00,2014-03-01T07:04:07+00:00,2012-01-22T14:50:35+00:00,https://opencorporates.com/companies/us_ia/242250,[],[],"{'publisher': 'Iowa Secretary of State (Business Entity Data API)', 'url': 'https://api.sos.iowa.gov/', 'retrieved_at': '2012-01-22T14:50:35+00:00'}",,,[],,
2813,"""""""3 TIMES LUCKY.""""""",237122,us_ia,1996-09-16,2004-02-17,,https://sos.iowa.gov/search/business/search.aspx,,,True,Inactive,2012-05-14T00:25:27+00:00,2014-03-01T07:05:37+00:00,2012-01-22T14:50:35+00:00,https://opencorporates.com/companies/us_ia/237122,[],[],"{'publisher': 'Iowa Secretary of State (Business Entity Data API)', 'url': 'https://api.sos.iowa.gov/', 'retrieved_at': '2012-01-22T14:50:35+00:00'}",,,[],,
2826,"""""""A GOOD DEAL MORE""""""",126884,us_ia,1982-09-04,1992-09-27,,https://sos.iowa.gov/search/business/search.aspx,F,branch of an out-of-jurisdiction company,True,Inactive,2012-05-12T15:37:50+00:00,2014-10-31T04:32:33+00:00,2012-01-22T14:49:21+00:00,https://opencorporates.com/companies/us_ia/126884,[],[],"{'publisher': 'Iowa Secretary of State (Business Entity Data API)', 'url': 'https://api.sos.iowa.gov/', 'retrieved_at': '2012-01-22T14:49:21+00:00'}",,,[],,
